Log file open, 12/01/22 19:21:39
[2022.12.01-18.21.40:388][  0]LogConfig: Set CVar [[r.HairStrands.SkyLighting.IntegrationType:2]]
[2022.12.01-18.21.40:388][  0]LogConfig: Set CVar [[r.HairStrands.SkyAO.SampleCount:4]]
[2022.12.01-18.21.40:388][  0]LogConfig: Set CVar [[r.HairStrands.Visibility.MSAA.SamplePerPixel:4]]
[2022.12.01-18.21.40:388][  0]LogConfig: CVar [[r.HairStrands.Interpolation.UseSingleGuide:0]] deferred - dummy variable created
[2022.12.01-18.21.40:388][  0]LogConfig: Set CVar [[r.AnisotropicMaterials:1]]
[2022.12.01-18.21.40:397][  0]LogD3D12RHI: Aftermath initialized
[2022.12.01-18.21.40:397][  0]LogD3D12RHI: Loading WinPixEventRuntime.dll for PIX profiling (from ../../../Engine/Binaries/ThirdParty/Windows/WinPixEventRuntime/x64).
[2022.12.01-18.21.40:579][  0]LogD3D12RHI: Found D3D12 adapter 0: NVIDIA GeForce GTX 1650 (Max supported Feature Level 12_1, shader model 6.6)
[2022.12.01-18.21.40:579][  0]LogD3D12RHI: Adapter has 3962MB of dedicated video memory, 0MB of dedicated system memory, and 7870MB of shared system memory, 1 output[s]
[2022.12.01-18.21.40:638][  0]LogD3D12RHI: Found D3D12 adapter 1: AMD Radeon(TM) Graphics (Max supported Feature Level 12_1, shader model 6.5)
[2022.12.01-18.21.40:638][  0]LogD3D12RHI: Adapter has 496MB of dedicated video memory, 0MB of dedicated system memory, and 7870MB of shared system memory, 0 output[s]
[2022.12.01-18.21.40:642][  0]LogD3D12RHI: Found D3D12 adapter 2: Microsoft Basic Render Driver (Max supported Feature Level 12_1, shader model 6.2)
[2022.12.01-18.21.40:642][  0]LogD3D12RHI: Adapter has 0MB of dedicated video memory, 0MB of dedicated system memory, and 7870MB of shared system memory, 0 output[s]
[2022.12.01-18.21.40:642][  0]LogD3D12RHI: Chosen D3D12 Adapter Id = 0
[2022.12.01-18.21.40:642][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.01-18.21.40:642][  0]LogHAL: Display: Platform has ~ 16 GB [16505966592 / 17179869184 / 16], which maps to Larger [LargestMinGB=32, LargerMinGB=12, DefaultMinGB=8, SmallerMinGB=6, SmallestMinGB=0)
[2022.12.01-18.21.40:643][  0]LogDeviceProfileManager: Going up to parent DeviceProfile [Windows]
[2022.12.01-18.21.40:643][  0]LogDeviceProfileManager: Going up to parent DeviceProfile []
[2022.12.01-18.21.40:643][  0]LogConfig: Applying CVar settings from Section [Startup] File [../../../Engine/Config/ConsoleVariables.ini]
[2022.12.01-18.21.40:643][  0]LogConfig: Set CVar [[r.DumpShaderDebugInfo:2]]
[2022.12.01-18.21.40:643][  0]LogConfig: Set CVar [[p.chaos.AllowCreatePhysxBodies:1]]
[2022.12.01-18.21.40:643][  0]LogConfig: Set CVar [[fx.SkipVectorVMBackendOptimizations:1]]
[2022.12.01-18.21.40:643][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [Engine]
[2022.12.01-18.21.40:643][  0]LogConfig: Applying CVar settings from Section [ConsoleVariables] File [D:/PBGameJam/MyProject/Saved/Config/WindowsEditor/Editor.ini]
[2022.12.01-18.21.40:643][  0]LogInit: Computer: DESKTOP-9O5I8Q6
[2022.12.01-18.21.40:643][  0]LogInit: User: ognis
[2022.12.01-18.21.40:643][  0]LogInit: CPU Page size=4096, Cores=6
[2022.12.01-18.21.40:643][  0]LogInit: High frequency timer resolution =10.000000 MHz
[2022.12.01-18.21.40:643][  0]LogMemory: Memory total: Physical=15.4GB (16GB approx)
[2022.12.01-18.21.40:643][  0]LogMemory: Platform Memory Stats for WindowsEditor
[2022.12.01-18.21.40:643][  0]LogMemory: Process Physical Memory: 298.22 MB used, 312.25 MB peak
[2022.12.01-18.21.40:643][  0]LogMemory: Process Virtual Memory: 282.47 MB used, 282.47 MB peak
[2022.12.01-18.21.40:643][  0]LogMemory: Physical Memory: 10913.05 MB used,  4828.26 MB free, 15741.32 MB total
[2022.12.01-18.21.40:643][  0]LogMemory: Virtual Memory: 21150.40 MB used,  4830.91 MB free, 25981.32 MB total
[2022.12.01-18.21.40:643][  0]LogCsvProfiler: Display: Metadata set : extradevelopmentmemorymb="0"
[2022.12.01-18.21.40:649][  0]LogWindows: WindowsPlatformFeatures enabled
[2022.12.01-18.21.40:659][  0]LogInit: Physics initialised using underlying interface: Chaos
[2022.12.01-18.21.40:660][  0]LogInit: Using OS detected language (pl-PL).
[2022.12.01-18.21.40:660][  0]LogInit: Using OS detected locale (pl-PL).
[2022.12.01-18.21.40:663][  0]LogTextLocalizationManager: No specific localization for 'pl-PL' exists, so 'pl' will be used for the language.
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Editor/pl/Editor.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/EditorTutorials/pl/EditorTutorials.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Keywords/pl/Keywords.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Category/pl/Category.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/ToolTips/pl/ToolTips.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/PropertyNames/pl/PropertyNames.locres' could not be opened for reading!
[2022.12.01-18.21.40:664][  0]LogTextLocalizationResource: LocRes '../../../Engine/Content/Localization/Engine/pl/Engine.locres' could not be opened for reading!
[2022.12.01-18.21.40:665][  0]LogInit: Setting process to per monitor DPI aware
[2022.12.01-18.21.40:678][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2022.12.01-18.21.40:679][  0]LogWindowsTextInputMethodSystem:   - Polski (Polska) - (Keyboard).
[2022.12.01-18.21.40:679][  0]LogWindowsTextInputMethodSystem:   - Polski (Polska) - Korekta wprowadzania dotykowego (TSF IME).
[2022.12.01-18.21.40:679][  0]LogWindowsTextInputMethodSystem: Activated input method: Polski (Polska) - (Keyboard).
[2022.12.01-18.21.40:694][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2022.12.01-18.21.40:695][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2022.12.01-18.21.40:836][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2022.12.01-18.21.40:837][  0]LogWindows: Attached monitors:
[2022.12.01-18.21.40:838][  0]LogWindows:     resolution: 1920x1080, work area: (0, 0) -> (1920, 1030), device: '\\.\DISPLAY1' [PRIMARY]
[2022.12.01-18.21.40:838][  0]LogWindows: Found 1 attached monitors.
[2022.12.01-18.21.40:838][  0]LogWindows: Gathering driver information using Windows Setup API
[2022.12.01-18.21.40:838][  0]LogRHI: RHI Adapter Info:
[2022.12.01-18.21.40:838][  0]LogRHI:             Name: NVIDIA GeForce GTX 1650
[2022.12.01-18.21.40:838][  0]LogRHI:   Driver Version: 516.59 (internal:31.0.15.1659, unified:516.59)
[2022.12.01-18.21.40:838][  0]LogRHI:      Driver Date: 6-23-2022
[2022.12.01-18.21.40:838][  0]LogD3D12RHI:     GPU DeviceId: 0x1f99 (for the marketing name, search the web for "GPU Device Id")
[2022.12.01-18.21.40:838][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2022.12.01-18.21.40:841][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2022.12.01-18.21.40:841][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: Bindless resources are supported
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2022.12.01-18.21.40:928][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2022.12.01-18.21.40:998][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2022.12.01-18.21.40:998][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2022.12.01-18.21.40:998][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2022.12.01-18.21.41:058][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2022.12.01-18.21.41:058][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2022.12.01-18.21.41:059][  0]LogRHI: Texture pool is 2121 MB (70% of 3030 MB)
[2022.12.01-18.21.41:059][  0]LogD3D12RHI: Async texture creation enabled
[2022.12.01-18.21.41:059][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2022.12.01-18.21.41:088][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="D:/PBGameJam/MyProject/MyProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/PBGameJam/MyProject/Intermediate/TurnkeyReport_0.log" -log="D:/PBGameJam/MyProject/Intermediate/TurnkeyLog_0.log" -project="D:/PBGameJam/MyProject/MyProject.uproject"  -platform=all'
[2022.12.01-18.21.41:088][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/UnrelEngine/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="D:/PBGameJam/MyProject/MyProject.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="D:/PBGameJam/MyProject/Intermediate/TurnkeyReport_0.log" -log="D:/PBGameJam/MyProject/Intermediate/TurnkeyLog_0.log" -project="D:/PBGameJam/MyProject/MyProject.uproject"  -platform=all" ]
[2022.12.01-18.21.41:123][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2022.12.01-18.21.41:123][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2022.12.01-18.21.41:123][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2022.12.01-18.21.41:123][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2022.12.01-18.21.41:123][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2022.12.01-18.21.41:123][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2022.12.01-18.21.41:123][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2022.12.01-18.21.41:124][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2022.12.01-18.21.41:124][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2022.12.01-18.21.41:125][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2022.12.01-18.21.41:126][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2022.12.01-18.21.41:133][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2022.12.01-18.21.41:153][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2022.12.01-18.21.41:153][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2022.12.01-18.21.41:158][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2022.12.01-18.21.41:158][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2022.12.01-18.21.41:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2022.12.01-18.21.41:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2022.12.01-18.21.41:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2022.12.01-18.21.41:161][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2022.12.01-18.21.41:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2022.12.01-18.21.41:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2022.12.01-18.21.41:164][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2022.12.01-18.21.41:168][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2022.12.01-18.21.41:168][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2022.12.01-18.21.41:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2022.12.01-18.21.41:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2022.12.01-18.21.41:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2022.12.01-18.21.41:173][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2022.12.01-18.21.41:173][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2022.12.01-18.21.41:174][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2022.12.01-18.21.41:179][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2022.12.01-18.21.41:179][  0]LogTargetPlatformManager:   ADPCM
[2022.12.01-18.21.41:179][  0]LogTargetPlatformManager:   PCM
[2022.12.01-18.21.41:183][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2022.12.01-18.21.41:183][  0]LogTargetPlatformManager:   BINKA
[2022.12.01-18.21.41:188][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2022.12.01-18.21.41:188][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2022.12.01-18.21.41:188][  0]LogTargetPlatformManager:   OGG
[2022.12.01-18.21.41:192][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2022.12.01-18.21.41:192][  0]LogTargetPlatformManager:   OPUS
[2022.12.01-18.21.41:235][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   PCD3D_SM6
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   PCD3D_SM5
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   PCD3D_ES31
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2022.12.01-18.21.41:241][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager:   VVM_1_0
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2022.12.01-18.21.41:247][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2022.12.01-18.21.41:247][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2022.12.01-18.21.41:252][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file D:/PBGameJam/MyProject/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2022.12.01-18.21.41:252][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2022.12.01-18.21.41:252][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file D:/PBGameJam/MyProject/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.01-18.21.41:252][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2022.12.01-18.21.41:277][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2022.12.01-18.21.41:277][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2022.12.01-18.21.41:277][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2022.12.01-18.21.41:287][  0]LogDerivedDataCache: Speed tests for C:/Users/ognis/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.01 seconds
[2022.12.01-18.21.41:287][  0]LogDerivedDataCache: Display: Performance to C:/Users/ognis/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.03ms. RandomReadSpeed=996.24MBs, RandomWriteSpeed=108.08MBs. Assigned SpeedClass 'Local'
[2022.12.01-18.21.41:289][  0]LogDerivedDataCache: Using Local data cache path C:/Users/ognis/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2022.12.01-18.21.41:289][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2022.12.01-18.21.41:289][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2022.12.01-18.21.41:289][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2022.12.01-18.21.41:289][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2022.12.01-18.21.41:289][  0]LogShaderCompilers: Guid format shader working directory is 23 characters bigger than the processId version (D:/PBGameJam/MyProject/Intermediate/Shaders/WorkingDirectory/22460/).
[2022.12.01-18.21.41:289][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/ognis/AppData/Local/Temp/UnrealShaderWorkingDir/4B5931484D76F0C7849D2E9BFD9FF368/'.
[2022.12.01-18.21.41:290][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2022.12.01-18.21.41:290][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 9 workers.
[2022.12.01-18.21.42:083][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2022.12.01-18.21.42:268][  0]LogShaderCompilers: Display: Compiling shader autogen file: D:/PBGameJam/MyProject/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.01-18.21.42:269][  0]LogShaderCompilers: Display: Shader autogen file written: D:/PBGameJam/MyProject/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: ---
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: ---
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2022.12.01-18.21.42:468][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2022.12.01-18.21.43:972][  0]LogSlate: Using FreeType 2.10.0
[2022.12.01-18.21.43:972][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2022.12.01-18.21.44:018][  0]LogAssetRegistry: FAssetRegistry took 0.0125 seconds to start up
[2022.12.01-18.21.44:029][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2022.12.01-18.21.44:284][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2022.12.01-18.21.44:911][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: Available device profiles:
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2A600][0000074A7344D800 52] GlobalDefaults, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2CE00][0000074A7854C800 52] Windows, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2CA00][0000074A78540000 52] WindowsEditor, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2BE00][0000074A5D377800 52] WindowsServer, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2C600][0000074A7B590000 52] WindowsClient, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2BA00][0000074A7B595000 52] IOS, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2C200][0000074A7B597800 52] iPadAir2, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2DA00][0000074A7B59C800 52] IPadPro, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2DC00][0000074A7B59A000 52] iPadAir3, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2D400][0000074A78545000 52] iPadAir4, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2C000][0000074A7B540000 52] iPadAir5, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2D000][0000074A7B545000 52] iPadMini4, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2DE00][0000074A7B547800 52] iPadMini5, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2C800][0000074A7B54A000 52] iPadMini6, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2F800][0000074A7B620000 52] iPhone6S, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2FA00][0000074A7B622800 52] iPhone7, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2FC00][0000074A7B625000 52] iPodTouch7, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2E200][0000074A7B62A000 52] iPhone6SPlus, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2E800][0000074A7B62C800 52] iPhone7Plus, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2C400][0000074A7B592800 52] iPhoneSE, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2D800][0000074A7B54C800 52] iPhone8, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2CC00][0000074A7B627800 52] iPhone8Plus, 
[2022.12.01-18.21.44:911][  0]LogDeviceProfileManager: 	[0000074A7AA2EC00][0000074A7B550000 52] iPhoneX, 
[2022.12.01-18.21.44:912][  0]LogDeviceProfileManager: 	[0000074A7AA2F400][0000074A7B555000 52] iPhoneXS, 
[2022.12.01-18.21.44:912][  0]LogDeviceProfileManager: 	[0000074A7AA2BC00][0000074A7B557800 52] iPhoneXSMax, 
